JobTypeFormQuestionId,Description,CreatedOn,CreatedBy,StatusId,ModifiedOn,ModifiedBy,AnswerFormat,Required,PlaceHolder,SortOrder,ValidationMessage,JobTypeFormId,Config,GroupNo,Field,Col,HelpUrl,DefaultText,JobTypeFormSectionId
1168,If the job could not be completed satisfactorily please explain in further detail?,31/1/2023 11:03,0,1,13/11/2023 1:21,16437,textarea,0,,2,,79,,0,NULL,0,NULL,NULL,0
1171,Please add a photo of the item before repair?,31/1/2023 11:05,0,1,13/11/2023 1:21,16437,file,1,,3,Upload Image (Max 40MB),79,"types:*.jpeg,*.jpg,*.png;size:40960",0,NULL,0,NULL,NULL,0
1169,Please add a photo of the repaired item?,31/1/2023 11:04,0,1,13/11/2023 1:21,16437,file,1,,4,Upload Image (Max 40MB),79,"types:*.jpeg,*.jpg,*.png;size:40960",0,NULL,0,NULL,NULL,0
2656,Please add Job Completion Notes,13/11/2023 1:21,0,1,13/11/2023 1:21,16437,textarea,1,,5,,79,,0,NULL,0,NULL,NULL,0
1172,Cost,31/1/2023 11:06,0,1,13/11/2023 1:21,16437,costinterface,0,,6,,79,,0,NULL,0,NULL,NULL,0
2269,Gas Plumber Name,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,textbox,1,,1,,80,,133,NULL,0,NULL,NULL,0
2537,Email address,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,textbox,1,,2,,80,,133,NULL,0,NULL,NULL,0
2477,How many electrical circuits in the household?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,dropdown,0,,3,,80,,135,NULL,0,NULL,NULL,0
2478,"Did each circuit pass its continuity test? (Eg switchboards enclosure, cooking equipment, dishwasher etc)",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,4,,80,,135,NULL,0,NULL,NULL,0
2479,"Is answer is ""No"" which circuit and what was the reading recorded on the failed circuit?",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,textarea,0,,5,,80,,135,NULL,0,NULL,NULL,0
2480,Please upload photos of the test results,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,file,0,,6,Upload Image (Max40Mb),80,"types:*.jpeg,*.jpg,*.png;size:40960",135,NULL,0,NULL,NULL,0
2474,"Is polarity correct throughout household (eg. Consumer mains, circuit breaker / fuses / RCD's / Cooking Equipment / Dishwashers etc)",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,7,,80,,134,NULL,0,NULL,NULL,0
2475,In no please give details of what has failed?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,textarea,0,,8,,80,,134,NULL,0,NULL,NULL,0
2476,Please add photos if possible?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,file,0,,9,Upload Image (Max 40Mb),80,"types:*.jpeg,*.jpg,*.png;size:40960",134,NULL,0,NULL,NULL,0
2644,Is this section compliant?,20/9/2023 3:22,0,1,10/2/2025 23:05,158095,radioboxlist,0,,10,,80,,134,NULL,0,NULL,NULL,0
2651,Is this section compliant? (System generated),20/9/2023 3:52,0,1,10/2/2025 23:05,158095,iscompliant,0,,11,,80,,134,NULL,0,NULL,NULL,0
2470,Is there any visible damage / charring / or loose connections on switchboard?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,12,,80,,117,NULL,0,NULL,NULL,0
2471,Is answer is yes please provide more information?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,textarea,0,,13,,80,,117,NULL,0,NULL,NULL,0
2268,Licence Number,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,textbox,1,,14,,80,,133,NULL,0,NULL,NULL,0
2267,Plumbing / Gas Licence Photo,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,file,0,,15,Upload Image (Max 40MB),80,"types:*.jpeg,*.jpg,*.png;size:40960",133,NULL,0,NULL,NULL,0
2242,Does the property have a gas hot water system?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,16,,80,,118,NULL,0,NULL,NULL,0
2302,Does the property have a gas oven?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,17,,80,,123,NULL,0,NULL,NULL,0
2866,Please enter the make and model of the appliance,13/1/2025 5:23,0,1,10/2/2025 23:05,158095,textbox,0,,18,,80,,118,NULL,0,NULL,NULL,0
2888,Does a tempering valve exist,14/1/2025 3:08,0,1,10/2/2025 23:05,158095,radioboxlist,0,,19,,80,,118,NULL,0,NULL,NULL,0
2326,Does the property have a gas cooktop?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,20,,80,,124,NULL,0,NULL,NULL,0
2889,"If yes, where is the tempering valve installed",14/1/2025 3:08,0,1,10/2/2025 23:05,158095,textbox,0,,21,,80,,118,NULL,0,NULL,NULL,0
2859,Where is the appliance located?,13/1/2025 5:18,0,1,10/2/2025 23:05,158095,textbox,1,,22,,80,,118,NULL,0,NULL,NULL,0
2868,Please enter the make and model of the appliance,13/1/2025 5:23,0,1,10/2/2025 23:05,158095,textbox,0,,23,,80,,123,NULL,0,NULL,NULL,0
2875,What is the Serial Number,14/1/2025 2:58,0,1,10/2/2025 23:05,158095,textbox,0,,24,,80,,118,NULL,0,NULL,NULL,0
2350,Does the property have a gas heating system?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,25,,80,,125,NULL,0,NULL,NULL,0
2882,What is the Manufacturer Date,14/1/2025 3:06,0,1,10/2/2025 23:05,158095,textbox,0,,26,,80,,118,NULL,0,NULL,NULL,0
2867,Please enter the make and model of the appliance,13/1/2025 5:23,0,1,10/2/2025 23:05,158095,textbox,0,,27,,80,,124,NULL,0,NULL,NULL,0
2874,What is the Serial Number,14/1/2025 2:58,0,1,10/2/2025 23:05,158095,textbox,0,,28,,80,,123,NULL,0,NULL,NULL,0
2374,What other gas appliance required testing?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,textbox,0,,29,,80,,126,NULL,0,NULL,NULL,0
2873,What is the Serial Number,14/1/2025 2:58,0,1,10/2/2025 23:05,158095,textbox,0,,30,,80,,124,NULL,0,NULL,NULL,0
2881,What is the Manufacturer Date,14/1/2025 3:06,0,1,10/2/2025 23:05,158095,textbox,0,,31,,80,,123,NULL,0,NULL,NULL,0
2869,Please enter the make and model of the appliance,13/1/2025 5:24,0,1,10/2/2025 23:05,158095,textbox,0,,32,,80,,125,NULL,0,NULL,NULL,0
2880,What is the Manufacturer Date,14/1/2025 3:06,0,1,10/2/2025 23:05,158095,textbox,0,,33,,80,,124,NULL,0,NULL,NULL,0
2886,What is the fuel source of the appliance,14/1/2025 3:07,0,1,10/2/2025 23:05,158095,textbox,0,,34,,80,,123,NULL,0,NULL,NULL,0
2398,What other gas appliance required testing?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,textbox,0,,35,,80,,127,NULL,0,NULL,NULL,0
2887,What is the fuel source of the appliance,14/1/2025 3:07,0,1,10/2/2025 23:05,158095,textbox,0,,36,,80,,124,NULL,0,NULL,NULL,0
2860,Where is the appliance located?,13/1/2025 5:19,0,1,10/2/2025 23:05,158095,textbox,1,,37,,80,,125,NULL,0,NULL,NULL,0
2871,Please enter the make and model of the appliance,13/1/2025 5:24,0,1,10/2/2025 23:05,158095,textbox,0,,38,,80,,126,NULL,0,NULL,NULL,0
2876,What is the Serial Number,14/1/2025 2:58,0,1,10/2/2025 23:05,158095,textbox,0,,39,,80,,125,NULL,0,NULL,NULL,0
2486,What other gas appliance required testing?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,textbox,0,,40,,80,,136,NULL,0,NULL,NULL,0
2883,What is the Manufacturer Date,14/1/2025 3:06,0,1,10/2/2025 23:05,158095,textbox,0,,41,,80,,125,NULL,0,NULL,NULL,0
2861,Where is the appliance located?,13/1/2025 5:19,0,1,10/2/2025 23:05,158095,textbox,1,,42,,80,,126,NULL,0,NULL,NULL,0
2512,What other gas appliance required testing?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,textbox,0,,43,,80,,137,NULL,0,NULL,NULL,0
2878,What is the Serial Number,14/1/2025 2:58,0,1,10/2/2025 23:05,158095,textbox,0,,44,,80,,126,NULL,0,NULL,NULL,0
2258,Is the installation gastight in accordance with AS/NZS5601.1?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,45,,80,,118,NULL,0,NULL,NULL,0
2885,What is the Manufacturer Date,14/1/2025 3:06,0,1,10/2/2025 23:05,158095,textbox,0,,46,,80,,126,NULL,0,NULL,NULL,0
2304,Is the installation gastight in accordance with AS/NZS5601.1?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,47,,80,,123,NULL,0,NULL,NULL,0
2328,Is the installation gastight in accordance with AS/NZS5601.1?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,48,,80,,124,NULL,0,NULL,NULL,0
2352,Is the installation gastight in accordance with AS/NZS5601.1?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,49,,80,,125,NULL,0,NULL,NULL,0
2376,Is the installation gastight in accordance with AS/NZS5601.1?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,50,,80,,126,NULL,0,NULL,NULL,0
2400,Is the installation gastight in accordance with AS/NZS5601.1?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,51,,80,,127,NULL,0,NULL,NULL,0
2488,Is the installation gastight in accordance with AS/NZS5601.1?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,52,,80,,136,NULL,0,NULL,NULL,0
2514,Is the installation gastight in accordance with AS/NZS5601.1?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,53,,80,,137,NULL,0,NULL,NULL,0
2273,Is the appliance and its components accessible for servicing and adjustment?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,54,,80,,118,NULL,0,NULL,NULL,0
2307,Is the appliance and its components accessible for servicing and adjustment?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,55,,80,,123,NULL,0,NULL,NULL,0
2331,Is the appliance and its components accessible for servicing and adjustment?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,56,,80,,124,NULL,0,https://www.esv.vic.gov.au/industry-guidance/gas/gas-information-sheets/gis-30-location-appliance-isolating-valves-and,NULL,0
2355,Is the appliance and its components accessible for servicing and adjustment?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,57,,80,,125,NULL,0,https://www.vba.vic.gov.au/__data/assets/pdf_file/0009/136548/Plumbing-GF-03-Gas-Heating-Appliances-Installed-in-a-Roof-Space-UNDER-REVIEW-5-Feb-2024.pdf,NULL,0
2379,Is the appliance and its components accessible for servicing and adjustment?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,58,,80,,126,NULL,0,NULL,NULL,0
2403,Is the appliance and its components accessible for servicing and adjustment?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,59,,80,,127,NULL,0,NULL,NULL,0
2491,Is the appliance and its components accessible for servicing and adjustment?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,60,,80,,136,NULL,0,NULL,NULL,0
2517,Is the appliance and its components accessible for servicing and adjustment?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,61,,80,,137,NULL,0,NULL,NULL,0
2259,Where applicable. Is an isolation valve provided at the inlet connection of the appliance?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,62,,80,,118,NULL,0,https://www.esv.vic.gov.au/industry-guidance/gas/gas-information-sheets/gis-30-location-appliance-isolating-valves-and,NULL,0
2305,Where applicable. Is an isolation valve provided at the inlet connection of the appliance?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,63,,80,,123,NULL,0,https://www.esv.vic.gov.au/industry-guidance/gas/gas-information-sheets/gis-30-location-appliance-isolating-valves-and,NULL,0
2329,Where applicable. Is an isolation valve provided at the inlet connection of the appliance?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,64,,80,,124,NULL,0,https://www.esv.vic.gov.au/industry-guidance/gas/gas-information-sheets/gis-30-location-appliance-isolating-valves-and,NULL,0
2353,Where applicable. Is an isolation valve provided at the inlet connection of the appliance?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,65,,80,,125,NULL,0,https://www.esv.vic.gov.au/industry-guidance/gas/gas-information-sheets/gis-30-location-appliance-isolating-valves-and,NULL,0
2377,Where applicable. Is an isolation valve provided at the inlet connection of the appliance?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,66,,80,,126,NULL,0,NULL,NULL,0
2401,Where applicable. Is an isolation valve provided at the inlet connection of the appliance?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,67,,80,,127,NULL,0,NULL,NULL,0
2489,Where applicable. Is an isolation valve provided at the inlet connection of the appliance?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,68,,80,,136,NULL,0,NULL,NULL,0
2515,Where applicable. Is an isolation valve provided at the inlet connection of the appliance?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,69,,80,,137,NULL,0,NULL,NULL,0
2260,"Is the appliance subject to any safety recall, prohibitions or notices?",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,70,,80,,118,NULL,0,NULL,NULL,0
2306,"Is the appliance subject to any safety recall, prohibitions or notices?",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,71,,80,,123,NULL,0,NULL,NULL,0
2330,"Is the appliance subject to any safety recall, prohibitions or notices?",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,72,,80,,124,NULL,0,NULL,NULL,0
2354,"Is the appliance subject to any safety recall, prohibitions or notices?",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,73,,80,,125,NULL,0,NULL,NULL,0
2378,"Is the appliance subject to any safety recall, prohibitions or notices?",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,74,,80,,126,NULL,0,NULL,NULL,0
2402,"Is the appliance subject to any safety recall, prohibitions or notices?",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,75,,80,,127,NULL,0,NULL,NULL,0
2490,"Is the appliance subject to any safety recall, prohibitions or notices?",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,76,,80,,136,NULL,0,NULL,NULL,0
2516,"Is the appliance subject to any safety recall, prohibitions or notices?",16/8/2023 11:34,158095,0,10/2/2025 23:05,158095,radioboxlist,0,,77,,80,,137,NULL,0,NULL,NULL,0
2285,Is there evidence of certification?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,78,,80,,118,NULL,0,NULL,NULL,0
2309,Is there evidence of certification?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,79,,80,,123,NULL,0,NULL,NULL,0
2333,Is there evidence of certification?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,80,,80,,124,NULL,0,NULL,NULL,0
2357,Is there evidence of certification?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,81,,80,,125,NULL,0,NULL,NULL,0
2381,Is there evidence of certification?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,82,,80,,126,NULL,0,NULL,NULL,0
2405,Is there evidence of certification?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,83,,80,,127,NULL,0,NULL,NULL,0
2493,Is there evidence of certification?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,84,,80,,136,NULL,0,NULL,NULL,0
2519,Is there evidence of certification?,16/8/2023 11:34,158095,0,10/2/2025 23:05,158095,radioboxlist,0,,85,,80,,137,NULL,0,NULL,NULL,0
2286,"Is the main burner and pilot flame normal? (e.g. no flame lifting, floating, yellow tipping or sooting)",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,86,,80,,118,NULL,0,NULL,NULL,0
2310,"Is the main burner and pilot flame normal? (e.g. no flame lifting, floating, yellow tipping or sooting)",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,87,,80,,123,NULL,0,NULL,NULL,0
2334,"Is the main burner and pilot flame normal? (e.g. no flame lifting, floating, yellow tipping or sooting)",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,88,,80,,124,NULL,0,NULL,NULL,0
2358,"Is the main burner and pilot flame normal? (e.g. no flame lifting, floating, yellow tipping or sooting)",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,89,,80,,125,NULL,0,NULL,NULL,0
2382,"Is the main burner and pilot flame normal? (e.g. no flame lifting, floating, yellow tipping or sooting)",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,90,,80,,126,NULL,0,NULL,NULL,0
2406,"Is the main burner and pilot flame normal? (e.g. no flame lifting, floating, yellow tipping or sooting)",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,91,,80,,127,NULL,0,NULL,NULL,0
2494,"Is the main burner and pilot flame normal? (e.g. no flame lifting, floating, yellow tipping or sooting)",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,92,,80,,136,NULL,0,NULL,NULL,0
2520,"Is the main burner and pilot flame normal? (e.g. no flame lifting, floating, yellow tipping or sooting)",16/8/2023 11:34,158095,0,10/2/2025 23:05,158095,radioboxlist,0,,93,,80,,137,NULL,0,NULL,NULL,0
2287,Is the nominal burner pressure correct? (All appliances must be operating to carry out this test),16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,94,,80,,118,NULL,0,NULL,NULL,0
2311,Is the nominal burner pressure correct? (All appliances must be operating to carry out this test),16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,95,,80,,123,NULL,0,NULL,NULL,0
2335,Is the nominal burner pressure correct? (All appliances must be operating to carry out this test),16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,96,,80,,124,NULL,0,NULL,NULL,0
2359,Is the nominal burner pressure correct? (All appliances must be operating to carry out this test),16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,97,,80,,125,NULL,0,NULL,NULL,0
2383,Is the nominal burner pressure correct? (All appliances must be operating to carry out this test),16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,98,,80,,126,NULL,0,NULL,NULL,0
2407,Is the nominal burner pressure correct? (All appliances must be operating to carry out this test),16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,99,,80,,127,NULL,0,NULL,NULL,0
2495,Is the nominal burner pressure correct? (All appliances must be operating to carry out this test),16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,100,,80,,136,NULL,0,NULL,NULL,0
2521,Is the nominal burner pressure correct? (All appliances must be operating to carry out this test),16/8/2023 11:34,158095,0,10/2/2025 23:05,158095,radioboxlist,0,,101,,80,,137,NULL,0,NULL,NULL,0
2288,"Where applicable, does the appliance have an accessible means of electrical isolation?",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,102,,80,,118,NULL,0,NULL,NULL,0
2312,"Where applicable, does the appliance have an accessible means of electrical isolation?",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,103,,80,,123,NULL,0,NULL,NULL,0
2336,"Where applicable, does the appliance have an accessible means of electrical isolation?",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,104,,80,,124,NULL,0,NULL,NULL,0
2360,"Where applicable, does the appliance have an accessible means of electrical isolation?",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,105,,80,,125,NULL,0,NULL,NULL,0
2384,"Where applicable, does the appliance have an accessible means of electrical isolation?",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,106,,80,,126,NULL,0,NULL,NULL,0
2408,"Where applicable, does the appliance have an accessible means of electrical isolation?",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,107,,80,,127,NULL,0,NULL,NULL,0
2496,"Where applicable, does the appliance have an accessible means of electrical isolation?",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,108,,80,,136,NULL,0,NULL,NULL,0
2522,"Where applicable, does the appliance have an accessible means of electrical isolation?",16/8/2023 11:34,158095,0,10/2/2025 23:05,158095,radioboxlist,0,,109,,80,,137,NULL,0,NULL,NULL,0
2289,Are clearances from combustable surfaces appropriate for the installation in accordance with AS/NZS5601.1?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,110,,80,,118,NULL,0,NULL,NULL,0
2313,Are clearances from combustable surfaces appropriate for the installation in accordance with AS/NZS5601.1?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,111,,80,,123,NULL,0,https://www.esv.vic.gov.au/industry-guidance/gas/gas-information-sheets/gis-25-domestic-gas-cooking-appliance-overhead,NULL,0
2337,Are clearances from combustable surfaces appropriate for the installation in accordance with AS/NZS5601.1?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,112,,80,,124,NULL,0,https://www.esv.vic.gov.au/industry-guidance/gas/gas-information-sheets/gis-25-domestic-gas-cooking-appliance-overhead,NULL,0
2361,Are clearances from combustable surfaces appropriate for the installation in accordance with AS/NZS5601.1?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,113,,80,,125,NULL,0,NULL,NULL,0
2385,Are clearances from combustable surfaces appropriate for the installation in accordance with AS/NZS5601.1?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,114,,80,,126,NULL,0,NULL,NULL,0
2409,Are clearances from combustable surfaces appropriate for the installation in accordance with AS/NZS5601.1?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,115,,80,,127,NULL,0,NULL,NULL,0
2497,Are clearances from combustable surfaces appropriate for the installation in accordance with AS/NZS5601.1?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,116,,80,,136,NULL,0,NULL,NULL,0
2523,Are clearances from combustable surfaces appropriate for the installation in accordance with AS/NZS5601.1?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,117,,80,,137,NULL,0,NULL,NULL,0
2290,"Is the room ventilation adequate for the installed appliances? (correct size, location and number of openings)",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,118,,80,,118,NULL,0,NULL,NULL,0
2314,"Is the room ventilation adequate for the installed appliances? (correct size, location and number of openings)",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,119,,80,,123,NULL,0,NULL,NULL,0
2338,"Is the room ventilation adequate for the installed appliances? (correct size, location and number of openings)",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,120,,80,,124,NULL,0,NULL,NULL,0
2362,"Is the room ventilation adequate for the installed appliances? (correct size, location and number of openings)",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,121,,80,,125,NULL,0,NULL,NULL,0
2386,"Is the room ventilation adequate for the installed appliances? (correct size, location and number of openings)",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,122,,80,,126,NULL,0,NULL,NULL,0
2410,"Is the room ventilation adequate for the installed appliances? (correct size, location and number of openings)",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,123,,80,,127,NULL,0,NULL,NULL,0
2498,"Is the room ventilation adequate for the installed appliances? (correct size, location and number of openings)",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,124,,80,,136,NULL,0,NULL,NULL,0
2524,"Is the room ventilation adequate for the installed appliances? (correct size, location and number of openings)",16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,125,,80,,137,NULL,0,NULL,NULL,0
2291,Where applicable are gas appliances including cookers adequately restrained from tipping over?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,126,,80,,118,NULL,0,NULL,NULL,0
2315,Where applicable are gas appliances including cookers adequately restrained from tipping over?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,127,,80,,123,NULL,0,NULL,NULL,0
2339,Where applicable are gas appliances including cookers adequately restrained from tipping over?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,128,,80,,124,NULL,0,NULL,NULL,0
2363,Where applicable are gas appliances including cookers adequately restrained from tipping over?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,129,,80,,125,NULL,0,NULL,NULL,0
2387,Where applicable are gas appliances including cookers adequately restrained from tipping over?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,130,,80,,126,NULL,0,NULL,NULL,0
2411,Where applicable are gas appliances including cookers adequately restrained from tipping over?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,131,,80,,127,NULL,0,NULL,NULL,0
2499,Where applicable are gas appliances including cookers adequately restrained from tipping over?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,132,,80,,136,NULL,0,NULL,NULL,0
2525,Where applicable are gas appliances including cookers adequately restrained from tipping over?,16/8/2023 11:34,158095,0,10/2/2025 23:05,158095,radioboxlist,0,,133,,80,,137,NULL,0,NULL,NULL,0
2292,Where applicable. Is the free standing cooker or the under bench oven secured to prevent tilting when force is applied to the open oven door?,16/8/2023 11:34,158095,0,10/2/2025 23:05,158095,radioboxlist,0,,134,,80,,118,NULL,0,NULL,NULL,0
2316,Where applicable. Is the free standing cooker or the under bench oven secured to prevent tilting when force is applied to the open oven door?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,135,,80,,123,NULL,0,NULL,NULL,0
2340,Where applicable. Is the free standing cooker or the under bench oven secured to prevent tilting when force is applied to the open oven door?,16/8/2023 11:34,158095,1,10/2/2025 23:05,158095,radioboxlist,0,,136,,80,,124,NULL,0,NULL,NULL,0
2364,Where applicable. Is the free standing cooker or the under bench oven secured to prevent tilting when force is applied to the open oven door?,16/8/2023 11:34,158095,0,10/2/2025 23:05,158095,radioboxlist,0,,137,,80,,125,NULL,0,NULL,NULL,0
2388,Where applicable. Is the free standing cooker or the under bench oven secured to prevent tilting when force is applied to the open oven door?,16/8/2023 11:34,158095,0,10/2/2025 23:05,158095,radioboxlist,0,,138,,80,,126,NULL,0,NULL,NULL,0
2412,Where applicable. Is the free standing cooker or the under bench oven secured to prevent tilting when force is applied to the open oven door?,16/8/2023 11:34,158095,0,10/2/2025 23:05,158095,radioboxlist,0,,139,,80,,127,NULL,0,NULL,NULL,0
2500,Where applicable. Is the free standing cooker or the under bench oven secured to prevent tilting when force is applied to the open oven door?,16/8/2023 11:34,158095,0,10/2/2025 23:05,158095,radioboxlist,0,,140,,80,,136,NULL,0,NULL,NULL,0
2526,Where applicable. Is the free standing cooker or the under bench oven secured to prevent tilting when force is applied to the open oven door?,16/8/2023 11:34,158095,0,10/2/2025 23:05,158095,radioboxlist,0,,141,,80,,137,NULL,0,NULL,NULL,0
